id,lat,lon
632979674,41.4775315,26.5266051
632979677,41.479326,26.5279739
632979680,41.4802306,26.5301431
632979685,41.479782,26.5311875
632979691,41.4793865,26.5327713
632979694,41.4795147,26.5344823
632979697,41.479137,26.5356662
632979701,41.4774194,26.5360379
632979705,41.4753557,26.5352683
632979708,41.4738159,26.5367476
632979717,41.4724692,26.5377164
632979721,41.4709102,26.5355779
632979762,41.5164491,26.5289212
632979765,41.5190096,26.5266751
632979768,41.5227917,26.5258775
632979775,41.5239133,26.5256409
632979778,41.5302683,26.5241179
632979780,41.5348768,26.5231329
632979782,41.5354942,26.5209294
632979784,41.5369037,26.5195601
632979786,41.5372766,26.517733
632979788,41.5372766,26.5162474
632979789,41.536648,26.5150715
632979791,41.5362362,26.5139713
632979794,41.5370196,26.5120524
632979796,41.5370196,26.5107471
632979798,41.5364982,26.5095277
632979801,41.5367492,26.5083538
632979804,41.535884,26.507363
632979807,41.5352207,26.5057681
632979809,41.5352207,26.502965
632979811,41.5358739,26.5005217
632979822,41.5366597,26.4991222
632979826,41.5378213,26.4977427
632979829,41.5385863,26.4967205
632979832,41.5390905,26.4958787
632979836,41.539461,26.4948887
632979840,41.539461,26.4928668
632979848,41.5393319,26.4913146
632979850,41.5394618,26.4897525
632979854,41.5397199,26.4875109
632979856,41.5401094,26.4856029
632979860,41.5407535,26.4838818
632979863,41.5413967,26.4814757
632979900,41.5297132,26.4907825
632979902,41.5231604,26.4977401
632979906,41.5152801,26.5062915
632979908,41.5143493,26.5068242
632979911,41.5111552,26.5067959
632979914,41.5110262,26.5229554
632979919,41.5128017,26.5232156
632979922,41.5154361,26.5239192
632979925,41.5156144,26.5247996
632979944,41.5111392,26.5065599
632979946,41.5112342,26.4956281
632979950,41.5112603,26.4921935
632979953,41.5113406,26.4816464
632979958,41.5219195,26.4868828
632979961,41.5294288,26.4906003
632979964,41.523037,26.4975373
632979966,41.5151779,26.5060657
632979969,41.5143091,26.506563
632980212,41.4528043,26.5536561
632980217,41.4553705,26.5577859
632980220,41.4560463,26.5624034
632980224,41.4571744,26.5684501
632980226,41.4582032,26.5725685
632980228,41.4589463,26.5761943
632980231,41.4589463,26.5791424
632980234,41.4584292,26.5827651
632980238,41.4576647,26.5863354
632980243,41.4583007,26.588712
632980246,41.4586893,26.5925131
632980251,41.4585602,26.5973337
632980256,41.458187,26.603629
632980261,41.4592207,26.6035478
632980265,41.4615281,26.6028636
632980267,41.4637009,26.6021814
632980270,41.4652048,26.6010525
632980275,41.4654802,26.6024914
632980278,41.4691015,26.6013637
632980284,41.4677175,26.5988457
632980287,41.4730737,26.5939548
632980289,41.4760414,26.5915438
632980293,41.4790179,26.5899892
632980298,41.4817347,26.5894711
632980302,41.4833586,26.5893769
632980307,41.4842775,26.5940093
632980311,41.4856773,26.5967273
632980313,41.4870802,26.5986
632980317,41.4889952,26.6004747
632980330,41.4909151,26.6016709
632980334,41.4924351,26.6026074
632980337,41.4923171,26.6005591
632980340,41.4931244,26.5985834
632980343,41.4944921,26.5982181
632980347,41.4958058,26.5992704
632980350,41.4974701,26.600296
632980354,41.4987398,26.6009741
632980356,41.5002695,26.6011443
632980359,41.5014262,26.6013159
632980362,41.5030728,26.6014851
632980365,41.5071495,26.5992737
632980369,41.5084251,26.5977406
632980372,41.5101058,26.5960141
632980374,41.5125626,26.5942873
632980377,41.5148896,26.5932514
632980379,41.5174735,26.5925613
632980381,41.5201908,26.5923884
632980385,41.521299,26.5920478
632980388,41.5231271,26.5914011
632980391,41.5245591,26.5909548
632980395,41.526441,26.590463
632980398,41.5281223,26.590389
632980401,41.5295567,26.590329
632980402,41.5316263,26.590329
632980403,41.5333075,26.5905018
632980405,41.534467,26.5908461
632980407,41.537155,26.591359
632980410,41.5389512,26.591359
632980412,41.5403695,26.5915312
632980415,41.5415306,26.5916864
632980416,41.5414226,26.590676
632980427,41.5401782,26.587905
632980433,41.5436028,26.5882864
632980435,41.5428992,26.5899786
632980439,41.5428992,26.5912968
632980442,41.5432751,26.5928036
632980445,41.5441478,26.5944693
632980450,41.5448493,26.5947027
632980455,41.5470217,26.5942665
632980458,41.5492529,26.5935732
632980462,41.5497858,26.5927968
632980468,41.5497698,26.5911408
632980473,41.5498992,26.5883746
632980477,41.5504118,26.5863194
632980480,41.5504035,26.5854834
632980484,41.5504439,26.584472
632980487,41.5507153,26.5770573
632980490,41.550847,26.5753535
632980495,41.5509971,26.5731048
632980498,41.5511288,26.5638039
632980501,41.5511802,26.5596057
632980503,41.5513544,26.5529893
632980505,41.5388255,26.5530979
632980507,41.5356818,26.5494535
632980513,41.5361745,26.5482688
632980516,41.5366057,26.5463199
632980519,41.5366057,26.5447448
632980522,41.5375314,26.5433313
632980526,41.5386777,26.5418
632980528,41.5393061,26.539953
632980530,41.5394315,26.538278
632980533,41.5390876,26.53611
632980548,41.5385312,26.5333996
632980550,41.516662,26.5422827
632980552,41.5155483,26.5431215
632980556,41.5140252,26.5444775
632980560,41.512999,26.5465433
632980565,41.5101886,26.5514085
632980568,41.5095198,26.5525662
632980571,41.5078222,26.5544845
632980574,41.504835,26.5553516
632980576,41.5014667,26.5556975
632980580,41.4986092,26.5544836
632980583,41.4934631,26.550475
632980586,41.4899813,26.5476846
632980589,41.4892237,26.5471023
632980592,41.4870219,26.5461576
632980595,41.4868601,26.5442957
632980599,41.4864732,26.5406795
632980601,41.4866027,26.5377416
632980605,41.4869522,26.5347767
632980608,41.4822025,26.5352674
632980612,41.4792216,26.5359126
632980615,41.4774452,26.5362971
632980618,41.4760574,26.5364887
632980620,41.4737329,26.5368096
632980621,41.4729897,26.5373718
632980622,41.4698979,26.53971
632980624,41.4686636,26.5409698
632980626,41.4677396,26.5419127
632980628,41.4673082,26.5435245
632980630,41.4670816,26.5443254
632980632,41.4659122,26.5457229
632980634,41.4633076,26.5467657
632980641,41.4602319,26.5476207
632980644,41.4574155,26.5498414
632980647,41.4552302,26.5515566
632986711,41.4871715,26.5346591
632986720,41.4867975,26.53777
632986722,41.4866698,26.5406685
632986725,41.4870543,26.5442621
632986727,41.4872018,26.5459604
632986729,41.4893033,26.5468621
632986732,41.4900789,26.5474582
632986734,41.4935564,26.5501312
632986737,41.4986903,26.5542438
632986739,41.5014897,26.5554331
632986740,41.5048066,26.5550924
632986742,41.507733,26.554243
632986744,41.5093776,26.5523846
632986746,41.5100336,26.5512489
632986748,41.5128398,26.5463911
632986751,41.513884,26.5442893
632986754,41.5154459,26.5428987
632986757,41.5165846,26.5420411
632986760,41.5384833,26.5331459
632986763,41.5382887,26.5320076
632986765,41.5374688,26.5314429
632986768,41.536557,26.5305728
632986771,41.5352664,26.5288486
632986773,41.5341017,26.5272927
632986776,41.5330201,26.5249446
632986779,41.5345566,26.5234659
632986782,41.5303011,26.5243755
632986784,41.5224822,26.526258
632986787,41.522434,26.5353132
632986790,41.5189586,26.5354917
632986801,41.5158973,26.5354917
632986804,41.5146259,26.5364469
632986807,41.5138242,26.5370491
632986810,41.5120005,26.5361793
632986814,41.5098768,26.5362975
632986817,41.5089425,26.5363495
632986822,41.5058664,26.5372052
632986824,41.5031569,26.5380666
632986825,41.5004811,26.5380666
632986828,41.4958853,26.5373716
632986830,41.4948644,26.5349865
632986833,41.4928731,26.5353188
632986836,41.4902519,26.5358438
632986841,41.4888006,26.5337795
632986844,41.488654,26.531195
632986847,41.4881825,26.5315341
1109709281,41.4880619,26.1587947
1306293472,41.4578445,26.549068
1306293473,41.4344964,26.5592971
1306293476,41.4570968,26.5498485
1306293477,41.4376182,26.5597071
1306293478,41.4426687,26.5589095
1306293479,41.4418605,26.5591171
1306293482,41.4349186,26.5541132
1306293486,41.4579223,26.5473175
1306293487,41.4486843,26.5556828
1306293488,41.4560716,26.5456884
1306293491,41.4478061,26.5562128
1306293493,41.4561781,26.5507148
1306293494,41.4558415,26.5454227
1306293496,41.4590607,26.5472092
1306293497,41.4599684,26.547146
1306293499,41.4396822,26.5516429
1306293500,41.4574426,26.5466995
1306293501,41.4439403,26.5584666
1306293505,41.4462971,26.5443392
1306293508,41.4425796,26.5484725
1306293510,41.4559678,26.5455219
1306293511,41.453834,26.5523898
1306293513,41.4465263,26.5441005
1306293518,41.4576475,26.5492799
1306293520,41.4532957,26.5527586
1306293521,41.4580797,26.5488373
1306293522,41.4573199,26.5496232
1306293527,41.4403724,26.5593888
1306293530,41.4472301,26.5434738
1306293534,41.4309592,26.5558646
1306293535,41.4496808,26.542518
1306293536,41.4516067,26.5426575
1306293544,41.4496632,26.5551085
1306293545,41.4608319,26.5468454
1306293546,41.4584816,26.5478317
1306293547,41.4596269,26.5472012
1306293548,41.4573067,26.5469826
1306293549,41.4507565,26.5425008
1306293551,41.4406534,26.5506505
1306293552,41.4587089,26.5482874
1306293556,41.457904,26.5469397
1306293557,41.4459178,26.5573693
1306293560,41.4585028,26.5474897
1306293562,41.4499341,26.5424939
1306293563,41.4571429,26.5468433
1306293565,41.4412583,26.5592536
1306293566,41.4301631,26.5561693
1306293570,41.4502721,26.5548032
1306293571,41.4418236,26.5493389
1306293573,41.4575132,26.5471212
1306293575,41.454603,26.5518384
1306293580,41.439467,26.5518253
1306293581,41.4576796,26.5472155
1306293582,41.4568201,26.5464852
1306293584,41.4586006,26.5483829
1306293585,41.4536065,26.552551
1306293586,41.4507764,26.5425019
1306293589,41.4566454,26.5462653
1306293592,41.4399999,26.5513532
1306293593,41.4550283,26.5515417
1306293594,41.452502,26.5533651
1306293595,41.4486826,26.5427183
1306293596,41.4493028,26.5425797
1306293597,41.4329901,26.5549983
1306293598,41.4379665,26.5597199
1306293599,41.4589481,26.5481131
1306293602,41.4293745,26.5564019
1306293603,41.4511765,26.5425582
1306293610,41.4451994,26.5455462
1306293613,41.4433416,26.5476223
1306293614,41.4533195,26.5434434
1306293618,41.4347114,26.5593344
1306293622,41.4525576,26.5430035
1306293623,41.456755,26.5461739
1306293624,41.4386587,26.5523939
1306293625,41.4369435,26.5532147
1306293626,41.4586819,26.5463494
1306293629,41.4402673,26.5510903
1306293636,41.4554585,26.551255
1306293637,41.4324673,26.5552317
1306293638,41.435544,26.5538316
1306293639,41.4513267,26.5541447
1306293641,41.4547609,26.544535
1306293645,41.4509464,26.5543701
1306293647,41.4458609,26.5448032
1306293648,41.4408372,26.5593131
1306293650,41.4412284,26.5499906
1306293651,41.4566967,26.5502347
1306293652,41.4383873,26.5525414
1306293653,41.4330686,26.5549635
1306293654,41.4587935,26.5471944
1306293655,41.4295247,26.5563633
1306293657,41.4564233,26.5459083
1306293661,41.4583855,26.5471058
1306293662,41.4581613,26.5470428
1306293663,41.4360668,26.5536036
1306293666,41.4415725,26.5591865
1306293674,41.4564213,26.5505056
1306293676,41.4393062,26.5519567
1306293683,41.4340539,26.5545155
1306293685,41.4298737,26.556254
1306293687,41.446979,26.5436732
1306293689,41.4539025,26.5438484
1306293690,41.4396933,26.5594786
1306293691,41.4429945,26.5588062
1306293693,41.4548574,26.5446289
1306293694,41.4444518,26.5582413
1306293695,41.4383463,26.5597118
1306293699,41.4586741,26.5471702
1306293700,41.4582989,26.5474279
1306293701,41.4576527,26.5468148
1306293704,41.4569929,26.5466876
1306293705,41.4526682,26.5430544
1306293708,41.4570244,26.5464018
1306293712,41.4477899,26.5431048
1306293713,41.4468091,26.5438294
1306293719,41.4466646,26.5439503
1306293720,41.4504809,26.5424858
1306293721,41.4568776,26.5500684
1306293722,41.4440554,26.5468283
1306293725,41.4333461,26.5548347
1306293728,41.439025,26.5596012
1306293729,41.4583129,26.5486281
1306293730,41.4435005,26.558649
1306293732,41.4421759,26.5590393
1306293733,41.4523184,26.5429123
1306293734,41.4490227,26.5426221
1306293735,41.4380816,26.552697
1306293736,41.4445862,26.546249
1306293737,41.4389362,26.5522196
1306293739,41.4584718,26.5471299
1306293740,41.437211,26.553094
1306293743,41.4314131,26.5556669
1306293744,41.4564098,26.5460076
1306293745,41.4542844,26.5441327
1306293747,41.445025,26.5579296
1306293748,41.4305628,26.5560279
1306293749,41.4541509,26.5521608
1306293751,41.4535909,26.5436204
1306293759,41.4558082,26.5510233
1306293760,41.4572034,26.5465386
1306293761,41.4436613,26.5472709
1306293763,41.4469062,26.5567674
1306293764,41.4561621,26.5456991
1306293765,41.4519223,26.5427594
1306293767,41.4530039,26.5432342
1306293769,41.4482922,26.5428576
1306309337,41.5266199,26.5353351
1306309359,41.4786384,26.5364911
1306309361,41.4593099,26.5491001
1306309366,41.4552876,26.5524073
1306309379,41.5255135,26.5350507
1306309384,41.5327321,26.53596
1306309385,41.5208948,26.5346699
1306309399,41.4444675,26.5589036
1306309409,41.4363954,26.5595607
1306309418,41.4712469,26.5424858
1306309428,41.5166352,26.5350534
1306309433,41.4887957,26.5358661
1306309436,41.4528473,26.5539298
1306309445,41.4419502,26.5599416
1306309449,41.5245135,26.5348952
1306309460,41.4532693,26.553682
1306309471,41.4866513,26.5358885
1306309479,41.5033611,26.5373858
1306309495,41.4673077,26.5444492
1306309501,41.4690643,26.5435694
1306309507,41.502454,26.5373775
1306309508,41.4603572,26.5482231
1306309511,41.5240817,26.5348871
1306309521,41.4726316,26.5417536
1306309526,41.5147152,26.5353351
1306309528,41.4780094,26.5369873
1306309533,41.534264,26.5346243
1306309541,41.528391,26.5358098
1306309545,41.5227584,26.5349193
1306309550,41.4860088,26.5359359
1306309552,41.4869187,26.5358868
1306309555,41.5247424,26.5349113
1306309564,41.4454869,26.5583618
1306309568,41.4377881,26.5611755
1306309572,41.4631632,26.5465145
1306309576,41.5118873,26.5353565
1306309594,41.5219792,26.5348335
1306309596,41.4820585,26.5360324
1306309604,41.5048215,26.537143
1306309606,41.5189588,26.5345089
1306309615,41.4930671,26.5358795
1306309620,41.5114314,26.5354745
1306309626,41.4944574,26.5360458
1306309645,41.5193404,26.5344902
1306309648,41.493481,26.5359332
1306309655,41.5020089,26.53736
1306309661,41.5138416,26.5352653
1306309674,41.5080779,26.5364436
1306309677,41.4600356,26.5484886
1306309680,41.473331,26.5412949
1306309684,41.4960686,26.536247
1306309689,41.4356891,26.5594454
1306309691,41.4795406,26.536129
1306309692,41.4349677,26.5593631
1306309709,41.446269,26.5578844
1306309719,41.4409771,26.5603413
1306309721,41.4556735,26.5521015
1306309723,41.5299953,26.5362443
1306309724,41.4385492,26.559699
1306309741,41.4738073,26.5409275
1306309751,41.4527533,26.5539966
1306309753,41.5206016,26.5346243
1306309765,41.5229311,26.5349247
1306309768,41.4842668,26.5359788
1306309777,41.5234813,26.5349059
1306309782,41.523164,26.5349193
1306309792,41.4452054,26.5585254
1306309796,41.4342451,26.5592606
1306309822,41.4418879,26.5599685
1306309826,41.4529677,26.5538638
1306309833,41.4610326,26.5476947
1306309837,41.4511899,26.5549126
1306309839,41.4627069,26.5467371
1306309841,41.4371143,26.5596478
1306309845,41.4744022,26.5404125
1306309846,41.4570405,26.5509804
1306309848,41.495277,26.5361424
1306309849,41.4615954,26.5473192
1306309852,41.5159042,26.5352304
1306309862,41.4605823,26.548038
1306309863,41.5123794,26.5352573
1306309869,41.4393424,26.5609341
1306309878,41.4531225,26.5537806
1306309879,41.4759918,26.5389078
1306309880,41.5116845,26.5354075
1306309883,41.5325514,26.5360727
1306309886,41.5101379,26.5358554
1306309887,41.4382928,26.5611299
1306309888,41.4755697,26.5393101
1306309895,41.5198204,26.5345143
1306309896,41.5014488,26.5372694
1306309901,41.5126506,26.5352304
1306309904,41.5129438,26.535217
1306309917,41.4891252,26.5358608
1306309927,41.4769443,26.5379958
1306309929,41.509447,26.5360834
1306309932,41.4562866,26.5516107
1306309934,41.4612054,26.5475686
1306309943,41.5333264,26.5354745
1306309948,41.5252324,26.5349917
1306309952,41.5074307,26.5365643
1306309962,41.4696612,26.5432771
1306309964,41.4728105,26.541657
1306309972,41.4382148,26.5597171
1306309973,41.4973521,26.5363704
1306309980,41.5121324,26.5353055
1306309981,41.531435,26.5364589
1306309986,41.4491239,26.5561705
1306309988,41.5222844,26.5348764
1306309989,41.4676393,26.5442883
1306309992,41.4749649,26.5398894
1306309994,41.5320835,26.5362953
1306309997,41.4503533,26.5554161
1306310000,41.4917813,26.5358178
1306310002,41.5135202,26.5352304
1306310005,41.514179,26.5353029
1306310009,41.5095173,26.5360619
1306310012,41.442843,26.5595795
1306310013,41.5307041,26.5364053
1306310027,41.4796853,26.5361048
